OP,Sim,Value
7,1184,0.716184577
8,1184,0.537829759
9,1184,0.917912834
10,1184,0.659575681
1,1185,0.412741245
2,1185,0.490176772
3,1185,0.43231339
4,1185,0.500077852
5,1185,0.12011386
6,1185,0.577014449
7,1185,0.618003761
8,1185,0.198406674
9,1185,0.484407105
10,1185,0.009343837
1,1186,0.473522062
2,1186,0.016174453
3,1186,0.045716864
4,1186,0.89512857
5,1186,0.313872658
6,1186,0.160992875
7,1186,0.639195973
8,1186,0.429047725
9,1186,0.595311031
10,1186,0.615007209
1,1187,0.58077134
2,1187,0.56555796
3,1187,0.598805932
4,1187,0.743773073
5,1187,0.474704828
6,1187,0.632392207
7,1187,0.490228459
8,1187,0.777583211
9,1187,0.011125872
10,1187,0.577083568
1,1188,0.783093847
2,1188,0.070805789
3,1188,0.788304401
4,1188,0.72316797
5,1188,0.648378605
6,1188,0.803340561
7,1188,0.264264638
8,1188,0.265576109
9,1188,0.991992555
10,1188,0.322736308
1,1189,0.568286463
2,1189,0.541574727
3,1189,0.011206219
4,1189,0.034732171
5,1189,0.425971368
6,1189,0.498025595
7,1189,0.510694017
8,1189,0.925252851
9,1189,0.819299238
10,1189,0.923908953
1,1190,0.852973203
2,1190,0.123949453
3,1190,0.308728269
4,1190,0.679025987
5,1190,0.129473215
6,1190,0.918473416
7,1190,0.469323559
8,1190,0.003750902
9,1190,0.822035934
10,1190,0.948715968
1,1191,0.668555681
2,1191,0.078496076
3,1191,0.545205096
4,1191,0.582410213
5,1191,0.132042404
6,1191,0.01926408
7,1191,0.515291107
8,1191,0.679571437
9,1191,0.655525584
10,1191,0.030019103
1,1192,0.920123015
2,1192,0.640758414
3,1192,0.72185958
4,1192,0.677801753
5,1192,0.075947108
6,1192,0.811961514
7,1192,0.584117473
8,1192,0.431224363
9,1192,0.702402248
10,1192,0.960861649
1,1193,0.499854588
2,1193,0.98750658
3,1193,0.49587701
4,1193,0.821403114
5,1193,0.484161332
6,1193,0.85741872
7,1193,0.645090228
8,1193,0.010118447
9,1193,0.772431545
10,1193,0.717509683
1,1194,0.558071086
2,1194,0.63761649
3,1194,0.485056559
4,1194,0.17647903
5,1194,0.825221013
6,1194,0.233067744
7,1194,0.423263628
8,1194,0.142301136
9,1194,0.803558023
10,1194,0.054612488
1,1195,0.128434145
2,1195,0.424997835
3,1195,0.515747744
4,1195,0.887369068
5,1195,0.964853691
6,1195,0.278414422
7,1195,0.090097453
8,1195,0.729525853
9,1195,0.081472567
10,1195,0.999004014
1,1196,0.902496478
2,1196,0.059439668
3,1196,0.469035635
4,1196,0.534052419
5,1196,0.616598334
6,1196,0.651425637
7,1196,0.306129723
8,1196,0.498519762
9,1196,0.975093185
10,1196,0.550234348
1,1197,0.710136166
2,1197,0.112000564
3,1197,0.856090622
4,1197,0.830045251
5,1197,0.503619278
6,1197,0.19957142
7,1197,0.901548265
8,1197,0.918636738
9,1197,0.874250146
10,1197,0.031773445
1,1198,0.683672911
2,1198,0.260243365
3,1198,0.749190644
4,1198,0.213971465
5,1198,0.106481359
6,1198,0.091725523
7,1198,0.06667194
8,1198,0.06038426
9,1198,0.755429185
10,1198,0.873990443
1,1199,0.842457345
2,1199,0.456772477
3,1199,0.125100501
4,1199,0.834492642
5,1199,0.152644187
6,1199,0.581087074
7,1199,0.807791277
8,1199,0.311511668
9,1199,0.000522324
10,1199,0.344112437
1,1200,0.054295162
2,1200,0.979080384
3,1200,0.931007958
4,1200,0.372451416
5,1200,0.014165035
6,1200,0.009426376
7,1200,0.447092103
8,1200,0.092408168
9,1200,0.978902148
10,1200,0.034477767
1,1201,0.654552175
2,1201,0.01270073
3,1201,0.609575624
4,1201,0.004839415
5,1201,0.962503465
6,1201,0.999645585
7,1201,0.797919943
8,1201,0.527498818
9,1201,0.299338547
10,1201,0.733054882
1,1202,0.020222358
2,1202,0.853102805
3,1202,0.30660375
4,1202,0.364271858
5,1202,0.316644523
6,1202,0.784778099
7,1202,0.072653314
8,1202,0.514529915
9,1202,0.116939659
10,1202,0.255926787
1,1203,0.478315152
2,1203,0.136746148
3,1203,0.686304329
4,1203,0.255644664
5,1203,0.054751075
6,1203,0.637947441
7,1203,0.596463597
8,1203,0.865924493
9,1203,0.532217031
10,1203,0.261041483
1,1204,0.9737363
2,1204,0.407247868
3,1204,0.888176148
4,1204,0.770285551
5,1204,0.843732166
6,1204,0.488692427
7,1204,0.233149769
8,1204,0.800340869
9,1204,0.89075377
10,1204,0.258525714
1,1205,0.179396361
2,1205,0.742485636
3,1205,0.579689404
4,1205,0.37593875
5,1205,0.644728682
6,1205,0.041407665
7,1205,0.265079456
8,1205,0.800868003
9,1205,0.210018739
10,1205,0.47979151
1,1206,0.465901554
2,1206,0.90750967
3,1206,0.543230138
4,1206,0.689887307
5,1206,0.995127174
6,1206,0.204663194
7,1206,0.805580933
8,1206,0.573411848
9,1206,0.062815408
10,1206,0.002322478
1,1207,0.214288141
2,1207,0.45040404
3,1207,0.995284972
4,1207,0.535908553
5,1207,0.78483328
6,1207,0.970331657
7,1207,0.33256736
8,1207,0.951676199
9,1207,0.445332911
10,1207,0.042437513
1,1208,0.569981555
2,1208,0.771756675
3,1208,0.106789216
4,1208,0.117153914
5,1208,0.835317076
6,1208,0.446144327
7,1208,0.434433065
8,1208,0.199050292
9,1208,0.617464127
10,1208,0.30984411
1,1209,0.365334124
2,1209,0.464620934
3,1209,0.400054625
4,1209,0.229465526
5,1209,0.285827466
6,1209,0.645242724
7,1209,0.279950694
8,1209,0.105340058
9,1209,0.295118327
10,1209,0.976741718
1,1210,0.54782449
2,1210,0.551834568
3,1210,0.899726498
4,1210,0.6817576
5,1210,0.504304476
6,1210,0.455241873
7,1210,0.148825415
8,1210,0.106947923
9,1210,0.110820322
10,1210,0.185758667
1,1211,0.477505473
2,1211,0.724780819
3,1211,0.183471109
4,1211,0.100177056
5,1211,0.063947014
6,1211,0.329675864
7,1211,0.375377244
8,1211,0.956599312
9,1211,0.713381107
10,1211,0.254772539
1,1212,0.649969416
2,1212,0.895604196
3,1212,0.536870122
4,1212,0.797386192
5,1212,0.759926671
6,1212,0.244890514
7,1212,0.961038076
8,1212,0.636261558
9,1212,0.063725092
10,1212,0.6866506
1,1213,0.901387138
2,1213,0.882216044
3,1213,0.523523199
4,1213,0.194641461
5,1213,0.752413786
6,1213,0.040301264
7,1213,0.631695259
8,1213,0.771946225
9,1213,0.557742002
10,1213,0.899818657
1,1214,0.869251371
2,1214,0.058461335
3,1214,0.916254281
4,1214,0.283685333
5,1214,0.415043242
6,1214,0.810769966
7,1214,0.781950913
8,1214,0.70360325
9,1214,0.403972407
10,1214,0.297498582
1,1215,0.767566186
2,1215,0.947199422
3,1215,0.082514318
4,1215,0.209855379
5,1215,0.774992021
6,1215,0.392659492
7,1215,0.328704693
8,1215,0.206081952
9,1215,0.218196384
10,1215,0.677159706
1,1216,0.187769549
2,1216,0.452591546
3,1216,0.659918978
4,1216,0.874708849
5,1216,0.654976373
6,1216,0.331537501
7,1216,0.482220143
8,1216,0.236846088
9,1216,0.173081151
10,1216,0.530304771
1,1217,0.261644551
2,1217,0.930884683
3,1217,0.946251551
4,1217,0.041948383
5,1217,0.353622874
6,1217,0.438913298
7,1217,0.919085424
8,1217,0.972544914
9,1217,0.400435335
10,1217,0.330310333
1,1218,0.4191098
2,1218,0.033437221
3,1218,0.92823159
4,1218,0.216371573
5,1218,0.957416978
6,1218,0.369604216
7,1218,0.972727351
8,1218,0.793953704
9,1218,0.140900585
10,1218,0.693516908
1,1219,0.588552841
2,1219,0.966906238
3,1219,0.178069284
4,1219,0.432395992
5,1219,0.974290616
6,1219,0.20781069
7,1219,0.89558221
8,1219,0.222466556
9,1219,0.838919682
10,1219,0.099210456
1,1220,0.402558228
2,1220,0.999111981
3,1220,0.904514609
4,1220,0.194502622
5,1220,0.92008104
6,1220,0.475606738
7,1220,0.462279768
8,1220,0.313068861
9,1220,0.244620197
10,1220,0.241965852
1,1221,0.036283607
2,1221,0.502926472
3,1221,0.465091013
4,1221,0.029988124
5,1221,0.558766668
6,1221,0.008606998
7,1221,0.421512246
8,1221,0.095377723
9,1221,0.609616125
10,1221,0.493196195
1,1222,0.649286024
2,1222,0.673172742
3,1222,0.820315826
4,1222,0.100675103
5,1222,0.124255584
6,1222,0.873355498
7,1222,0.518197451
8,1222,0.74736224
9,1222,0.382025478
10,1222,0.148645785
1,1223,0.494284181
2,1223,0.465236455
3,1223,0.709697459
4,1223,0.08100926
5,1223,0.852389404
6,1223,0.940485867
7,1223,0.583219047
8,1223,0.579134346
9,1223,0.903114165
10,1223,0.452667205
1,1224,0.053369012
2,1224,0.012642101
3,1224,0.683071825
4,1224,0.467050411
5,1224,0.092892749
6,1224,0.627233926
7,1224,0.208867317
8,1224,0.588839077
9,1224,0.265071944
10,1224,0.81907055
1,1225,0.587700649
2,1225,0.58500013
3,1225,0.776176601
4,1225,0.786683264
5,1225,0.750403541
6,1225,0.550728748
7,1225,0.420683363
8,1225,0.011923333
9,1225,0.575432252
10,1225,0.520031668
1,1226,0.412513499
2,1226,0.833841249
3,1226,0.849675095
4,1226,0.240263676
5,1226,0.711747677
6,1226,0.011503028
7,1226,0.122555298
8,1226,0.249772055
9,1226,0.989528347
10,1226,0.677447894
1,1227,0.797197012
2,1227,0.892618219
3,1227,0.409008138
4,1227,0.817379722
5,1227,0.434684127
6,1227,0.114410529
7,1227,0.484339314
8,1227,0.542471394
9,1227,0.641365623
10,1227,0.135897616
1,1228,0.595965204
2,1228,0.205739904
3,1228,0.994472683
4,1228,0.227159936
5,1228,0.919421168
6,1228,0.415953272
7,1228,0.18187366
8,1228,0.89210986
9,1228,0.261382334
10,1228,0.607709865
1,1229,0.890312171
2,1229,0.928253398
3,1229,0.238146307
4,1229,0.060866992
5,1229,0.414804783
6,1229,0.55904228
7,1229,0.476231953
8,1229,0.960707571
9,1229,0.783540846
10,1229,0.979718639
1,1230,0.789196597
2,1230,0.453420584
3,1230,0.000160049
4,1230,0.873275896
5,1230,0.915439202
6,1230,0.944616986
7,1230,0.997641776
8,1230,0.985694904
9,1230,0.886786591
10,1230,0.031817223
1,1231,0.672801074
2,1231,0.030424688
3,1231,0.08126835
4,1231,0.203502245
5,1231,0.764396122
6,1231,0.456652245
7,1231,0.985620108
8,1231,0.605318866
9,1231,0.566152014
10,1231,0.662205628
1,1232,0.812690486
2,1232,0.048610495
3,1232,0.113711729
4,1232,0.7505155
5,1232,0.891567864
6,1232,0.183555165
7,1232,0.005913727
8,1232,0.497205479
9,1232,0.008182805
10,1232,0.802247041
1,1233,0.992259826
2,1233,0.923903082
3,1233,0.582197447
4,1233,0.165141057
5,1233,0.24305163
6,1233,0.114629949
7,1233,0.409490908
8,1233,0.15044215
9,1233,0.111503881
10,1233,0.905916018
1,1234,0.256718599
2,1234,0.77898089
3,1234,0.825692879
4,1234,0.252162492
5,1234,0.768442713
6,1234,0.018022529
7,1234,0.539449934
8,1234,0.880940598
9,1234,0.683177287
10,1234,0.108173982
1,1235,0.524153726
2,1235,0.237337521
3,1235,0.166340175
4,1235,0.324297351
5,1235,0.979274477
6,1235,0.384710691
7,1235,0.586255168
8,1235,0.403809591
9,1235,0.161513062
10,1235,0.956408981
1,1236,0.603417925
2,1236,0.418101701
3,1236,0.736504728
4,1236,0.066677154
5,1236,0.991481259
6,1236,0.26688738
7,1236,0.652486282
8,1236,0.619655326
9,1236,0.756903041
10,1236,0.75193374
1,1237,0.643924257
2,1237,0.594814351
3,1237,0.598203281
4,1237,0.487292825
5,1237,0.484732096
6,1237,0.30914288
7,1237,0.451010711
8,1237,0.537507218
9,1237,0.622400411
10,1237,0.043537937
1,1238,0.798406468
2,1238,0.230764964
3,1238,0.430894529
4,1238,0.625531231
5,1238,0.413814515
6,1238,0.932194595
7,1238,0.620636668
8,1238,0.019420089
9,1238,0.379605835
10,1238,0.041086668
1,1239,0.284581466
2,1239,0.635780735
3,1239,0.023021048
4,1239,0.325674072
5,1239,0.923477045
6,1239,0.436237619
7,1239,0.829658894
8,1239,0.36126309
9,1239,0.638095934
10,1239,0.284518313
1,1240,0.324135197
2,1240,0.146647783
3,1240,0.111109877
4,1240,0.224481265
5,1240,0.521270313
6,1240,0.69255578
7,1240,0.129434107
8,1240,0.796815009
9,1240,0.496045887
10,1240,0.083408137
1,1241,0.013518246
2,1241,0.936463484
3,1241,0.484647144
4,1241,0.940541134
5,1241,0.371853125
6,1241,0.582655942
7,1241,0.85410523
8,1241,0.854578703
9,1241,0.465820767
10,1241,0.294319494
1,1242,0.736533762
2,1242,0.199569244
3,1242,0.743874912
4,1242,0.301623039
5,1242,0.963100329
6,1242,0.551656155
7,1242,0.865872771
8,1242,0.753309475
9,1242,0.510683033
10,1242,0.597621779
1,1243,0.709240993
2,1243,0.561171134
3,1243,0.692361799
4,1243,0.254437005
5,1243,0.166306183
6,1243,0.014034816
7,1243,0.970470832
8,1243,0.7955218
9,1243,0.1772043
10,1243,0.641445436
1,1244,0.178632659
2,1244,0.828463458
3,1244,0.971388989
4,1244,0.193620414
5,1244,0.240526361
6,1244,0.407236313
7,1244,0.060944664
8,1244,0.646652455
9,1244,0.214134303
10,1244,0.001444375
1,1245,0.165979492
2,1245,0.648171321
3,1245,0.1542029
4,1245,0.98632539
5,1245,0.58240516
6,1245,0.399766213
7,1245,0.286800765
8,1245,0.138399453
9,1245,0.639311349
10,1245,0.540692248
1,1246,0.901142068
2,1246,0.319214405
3,1246,0.256468835
4,1246,0.261245693
5,1246,0.878145373
6,1246,0.376662586
7,1246,0.168930141
8,1246,0.028724821
9,1246,0.916770586
10,1246,0.372458148
1,1247,0.334040971
2,1247,0.960249799
3,1247,0.142621667
4,1247,0.349715607
5,1247,0.041278629
6,1247,0.382618992
7,1247,0.188012251
8,1247,0.063899984
9,1247,0.819173991
10,1247,0.110869828
1,1248,0.417840559
2,1248,0.66449243
3,1248,0.476035766
4,1248,0.154608543
5,1248,0.780330727
6,1248,0.688744332
7,1248,0.784085539
8,1248,0.201363405
9,1248,0.440079573
10,1248,0.85482294
1,1249,0.8381936
2,1249,0.91822919
3,1249,0.250248951
4,1249,0.270914123
5,1249,0.87151558
6,1249,0.675759279
7,1249,0.325139563
8,1249,0.092132267
9,1249,0.103843492
10,1249,0.171162875
1,1250,0.917460608
2,1250,0.243299176
3,1250,0.177830011
4,1250,0.618827279
5,1250,0.126611215
6,1250,0.804996498
7,1250,0.123676676
8,1250,0.853037822
9,1250,0.809358031
10,1250,0.990838377
1,1251,0.025031107
2,1251,0.294274779
3,1251,0.855954222
4,1251,0.955304573
5,1251,0.096078235
6,1251,0.840202587
7,1251,0.994470391
8,1251,0.380475438
9,1251,0.318426769
10,1251,0.827487683
1,1252,0.365436005
2,1252,0.032370392
3,1252,0.287330671
4,1252,0.327322981
5,1252,0.517970449
6,1252,0.383974804
7,1252,0.2553181
8,1252,0.535434438
9,1252,0.821397543
10,1252,0.421829397
1,1253,0.25531115
2,1253,0.122235349
3,1253,0.012262835
4,1253,0.11278056
5,1253,0.656882878
6,1253,0.737901597
7,1253,0.251164831
8,1253,0.805634543
9,1253,0.922510651
10,1253,0.434148982
1,1254,0.415320029
2,1254,0.423535367
3,1254,0.42620588
4,1254,0.247545747
5,1254,0.82791062
6,1254,0.726934814
7,1254,0.978096725
8,1254,0.453436076
9,1254,0.235131798
10,1254,0.787250747
1,1255,0.897281662
2,1255,0.14811015
3,1255,0.232637875
4,1255,0.974453406
5,1255,0.146009674
6,1255,0.354345926
7,1255,0.030233143
8,1255,0.254947679
9,1255,0.894610434
10,1255,0.76574124
1,1256,0.886350737
2,1256,0.725972176
3,1256,0.995830648
4,1256,0.24056875
5,1256,0.575717023
6,1256,0.728901855
7,1256,0.617758157
8,1256,0.524477206
9,1256,0.526082352
10,1256,0.416738552
1,1257,0.74695424
2,1257,0.912221205
3,1257,0.754133428
4,1257,0.83841765
5,1257,0.072979965
6,1257,0.036299677
7,1257,0.860303711
8,1257,0.987444881
9,1257,0.65540192
10,1257,0.245914189
1,1258,0.581379397
2,1258,0.896952908
3,1258,0.393441465
4,1258,0.640217182
5,1258,0.407586751
6,1258,0.089902474
7,1258,0.262515168
8,1258,0.511389595
9,1258,0.366118626
10,1258,0.109102195
1,1259,0.196735047
2,1259,0.473902834
3,1259,0.617175386
4,1259,0.050069261
5,1259,0.426544425
6,1259,0.004500859
7,1259,0.903695457
8,1259,0.982711596
9,1259,0.963647789
10,1259,0.418460629
1,1260,0.724852279
2,1260,0.544014261
3,1260,0.199360401
4,1260,0.213567083
5,1260,0.749479893
6,1260,0.273306116
7,1260,0.515988441
8,1260,0.78581748
9,1260,0.458487697
10,1260,0.65642752
1,1261,0.221692963
2,1261,0.945742915
3,1261,0.784519037
4,1261,0.370745157
5,1261,0.235190454
6,1261,0.655415657
7,1261,0.782824119
8,1261,0.017265014
9,1261,0.337114481
10,1261,0.409271549
1,1262,0.946949852
2,1262,0.755871619
3,1262,0.021789717
4,1262,0.243488403
5,1262,0.358839156
6,1262,0.703678217
7,1262,0.838153856
8,1262,0.499888127
9,1262,0.98827755
10,1262,0.97371011
1,1263,0.095228798
2,1263,0.623286653
3,1263,0.251609326
4,1263,0.152795322
5,1263,0.666719477
6,1263,0.87127835
7,1263,0.260930478
8,1263,0.364730831
9,1263,0.174844817
10,1263,0.367128035
1,1264,0.648124282
2,1264,0.955415288
3,1264,0.367010008
4,1264,0.133051568
5,1264,0.437720767
6,1264,0.737309532
7,1264,0.452798322
8,1264,0.627791161
9,1264,0.36276776
10,1264,0.268578327
1,1265,0.110553199
2,1265,0.636559577
3,1265,0.933115762
4,1265,0.362764577
5,1265,0.213732039
6,1265,0.946399581
7,1265,0.497795545
8,1265,0.162897812
9,1265,0.150143487
10,1265,0.046206395
1,1266,0.014013282
2,1266,0.888997905
3,1266,0.947256236
4,1266,0.766327219
5,1266,0.311528668
6,1266,0.53942933
7,1266,0.78359676
8,1266,0.048418252
9,1266,0.498327821
10,1266,0.072750383
1,1267,0.524771759
2,1267,0.356425513
3,1267,0.234518803
4,1267,0.706232732
5,1267,0.233892332
6,1267,0.883223496
7,1267,0.417177123
8,1267,0.337689442
9,1267,0.01152168
10,1267,0.121283425
1,1268,0.046082718
2,1268,0.091156343
3,1268,0.13542951
4,1268,0.601497288
5,1268,0.715026182
6,1268,0.860364114
7,1268,0.254760243
8,1268,0.886868722
9,1268,0.190804561
10,1268,0.709467515
1,1269,0.860764221
2,1269,0.387168446
3,1269,0.325082551
4,1269,0.855218215
5,1269,0.590618085
6,1269,0.944318564
7,1269,0.862792775
8,1269,0.030489877
9,1269,0.242756362
10,1269,0.697836112
1,1270,0.377438794
2,1270,0.94724942
3,1270,0.487460305
4,1270,0.035922021
5,1270,0.579352882
6,1270,0.75664754
7,1270,0.0096065
8,1270,0.962263035
9,1270,0.025479937
10,1270,0.985183733
1,1271,0.435088317
2,1271,0.510360086
3,1271,0.219241034
4,1271,0.380563755
5,1271,0.61972133
6,1271,0.746167689
7,1271,0.901947153
8,1271,0.460897877
9,1271,0.417867823
10,1271,0.305372195
1,1272,0.901920045
2,1272,0.692446239
3,1272,0.032010818
4,1272,0.020732687
5,1272,0.769182355
6,1272,0.917329085
7,1272,0.316710443
8,1272,0.002208451
9,1272,0.098994643
10,1272,0.705733002
1,1273,0.667720403
2,1273,0.99119198
3,1273,0.067633162
4,1273,0.326486223
5,1273,0.823858081
6,1273,0.583697288
7,1273,0.788800299
8,1273,0.360066883
9,1273,0.733726817
10,1273,0.745838635
1,1274,0.087977711
2,1274,0.860273521
3,1274,0.485419402
4,1274,0.189968052
5,1274,0.967871993
6,1274,0.490370257
7,1274,0.592957629
8,1274,0.635846337
9,1274,0.074484458
10,1274,0.36243851
1,1275,0.639582706
2,1275,0.032053283
3,1275,0.368670757
4,1275,0.102925009
5,1275,0.480201936
6,1275,0.819006105
7,1275,0.563251104
8,1275,0.79256426
9,1275,0.791945268
10,1275,0.329334676
1,1276,0.567846375
2,1276,0.317810152
3,1276,0.217873457
4,1276,0.294211343
5,1276,0.922525809
6,1276,0.405131127
7,1276,0.474716847
8,1276,0.210550449
9,1276,0.113497395
10,1276,0.219009947
1,1277,0.03006501
2,1277,0.809798787
3,1277,0.624496405
4,1277,0.013237883
5,1277,0.749299363
6,1277,0.133989496
7,1277,0.973917827
8,1277,0.502008213
9,1277,0.380113315
10,1277,0.87331499
1,1278,0.773983501
2,1278,0.65145593
3,1278,0.381190745
4,1278,0.82205365
5,1278,0.210685291
6,1278,0.692316065
7,1278,0.272562729
8,1278,0.748104205
9,1278,0.748824117
10,1278,0.260847784
1,1279,0.45129467
2,1279,0.648140575
3,1279,0.445033989
4,1279,0.5449296
5,1279,0.723401138
6,1279,0.486939159
7,1279,0.979617954
8,1279,0.439232346
9,1279,0.446478356
10,1279,0.849255368
1,1280,0.387509146
2,1280,0.775731777
3,1280,0.68789216
4,1280,0.69835285
5,1280,0.88855721
6,1280,0.154656502
7,1280,0.02684654
8,1280,0.295596006
9,1280,0.075254412
10,1280,0.36138893
1,1281,0.415834798
2,1281,0.474277589
3,1281,0.495720426
4,1281,0.818157059
5,1281,0.071425458
6,1281,0.841650934
7,1281,0.567499966
8,1281,0.493919124
9,1281,0.058044686
10,1281,0.410112627
1,1282,0.926084369
2,1282,0.589712211
3,1282,0.766350809
4,1282,0.7492659
5,1282,0.97021869
6,1282,0.234132385
7,1282,0.707704842
8,1282,0.230652846
9,1282,0.277374309
10,1282,0.15326962
1,1283,0.542276589
2,1283,0.040658585
3,1283,0.753321661
4,1283,0.824405917
5,1283,0.575303273
6,1283,0.586996277
7,1283,0.120454634
8,1283,0.60615806
9,1283,0.834990713
10,1283,0.329928374
1,1284,0.70252978
2,1284,0.320071439
3,1284,0.444721204
4,1284,0.717888939
5,1284,0.668096277
6,1284,0.187377994
7,1284,0.640226332
8,1284,0.107777694
9,1284,0.440749243
10,1284,0.843987407
1,1285,0.754973839
2,1285,0.984944876
3,1285,0.735155211
4,1285,0.502401046
5,1285,0.026874839
6,1285,0.978306113
7,1285,0.01070176
8,1285,0.365016506
9,1285,0.596667066
10,1285,0.364156544
1,1286,0.599001882
2,1286,0.384074777
3,1286,0.603597822
4,1286,0.455004535
5,1286,0.16176213
6,1286,0.321183648
7,1286,0.389712342
8,1286,0.756217802
9,1286,0.257121228
10,1286,0.961050397
1,1287,0.169647463
2,1287,0.623978901
3,1287,0.450036522
4,1287,0.462805672
5,1287,0.565447411
6,1287,0.474384424
7,1287,0.255198199
8,1287,0.445379251
9,1287,0.146510285
10,1287,0.41121284
1,1288,0.757319537
2,1288,0.290597137
3,1288,0.53504774
4,1288,0.067577163
5,1288,0.552555901
6,1288,0.45799808
7,1288,0.459388176
8,1288,0.174936164
9,1288,0.957808692
10,1288,0.576034838
1,1289,0.305547519
2,1289,0.035278723
3,1289,0.137068533
4,1289,0.978733923
5,1289,0.152490732
6,1289,0.530131185
7,1289,0.53687085
8,1289,0.638133652
9,1289,0.050667849
10,1289,0.525947917
1,1290,0.258610112
2,1290,0.154754182
3,1290,0.382054626
4,1290,0.967147193
5,1290,0.987243143
6,1290,0.874269102
7,1290,0.562113618
8,1290,0.062781994
9,1290,0.174251041
10,1290,0.409736099
1,1291,0.33279774
2,1291,0.775626438
3,1291,0.503355722
4,1291,0.475976907
5,1291,0.193428736
6,1291,0.251967819
7,1291,0.270296376
8,1291,0.896870845
9,1291,0.550971894
10,1291,0.802985099
1,1292,0.214195605
2,1292,0.361599089
3,1292,0.48102159
4,1292,0.936351658
5,1292,0.975885974
6,1292,0.830148929
7,1292,0.075605081
8,1292,0.190598584
9,1292,0.862602752
10,1292,0.568469642
1,1293,0.977171856
2,1293,0.289096692
3,1293,0.827208373
4,1293,0.307950266
5,1293,0.664718361
6,1293,0.40775034
7,1293,0.307655927
8,1293,0.976465222
9,1293,0.642343676
10,1293,0.798346561
1,1294,0.37899514
2,1294,0.589897389
3,1294,0.451398345
4,1294,0.267222713
5,1294,0.203697697
6,1294,0.992573895
7,1294,0.889666434
8,1294,0.564371756
9,1294,0.192910401
10,1294,0.255257434
1,1295,0.879873242
2,1295,0.863633649
3,1295,0.088812808
4,1295,0.243684525
5,1295,0.200193667
6,1295,0.444281026
7,1295,0.70114082
8,1295,0.81214129
9,1295,0.112166652
10,1295,0.416082158
1,1296,0.340025514
2,1296,0.685746249
3,1296,0.515482653
4,1296,0.232484055
5,1296,0.200171833
6,1296,0.054949814
7,1296,0.616270907
8,1296,0.936698276
9,1296,0.319548618
10,1296,0.999501132
1,1297,0.595111383
2,1297,0.162998507
3,1297,0.308983632
4,1297,0.139059683
5,1297,0.757921063
6,1297,0.318328671
7,1297,0.32781113
8,1297,0.277873348
9,1297,0.345127015
10,1297,0.703107872
1,1298,0.346108733
2,1298,0.737722302
3,1298,0.176557331
4,1298,0.204528133
5,1298,0.618971221
6,1298,0.216279808
7,1298,0.159330585
8,1298,0.192112758
9,1298,0.514157404
10,1298,0.761316913
1,1299,0.53396637
2,1299,0.850303596
3,1299,0.973543473
4,1299,0.875019643
5,1299,0.221474941
6,1299,0.57920643
7,1299,0.563161497
8,1299,0.813115425
9,1299,0.070349835
10,1299,0.686335106
1,1300,0.671815837
2,1300,0.760489448
3,1300,0.046012431
4,1300,0.795559098
5,1300,0.734839139
6,1300,0.435331609
7,1300,0.770855655
8,1300,0.887087969
9,1300,0.403476569
10,1300,0.286171389
1,1301,0.232996836
2,1301,0.518846897
3,1301,0.582316414
4,1301,0.049626323
5,1301,0.156316276
6,1301,0.410601082
7,1301,0.510498134
8,1301,0.969269319
9,1301,0.917586829
10,1301,0.219616837
1,1302,0.180114806
2,1302,0.15021182
3,1302,0.578147743
4,1302,0.725205547
5,1302,0.173205007
6,1302,0.557991518
7,1302,0.678680027
8,1302,0.116295715
9,1302,0.281399837
10,1302,0.599654365
1,1303,0.763908916
2,1303,0.673148128
3,1303,0.887558659
4,1303,0.668385841
5,1303,0.801933481
6,1303,0.738997454
7,1303,0.122160631
8,1303,0.569979907
9,1303,0.419107134
10,1303,0.456315405
1,1304,0.818013719
2,1304,0.294714474
3,1304,0.427006257
4,1304,0.311393103
5,1304,0.146034006
6,1304,0.006061304
7,1304,0.275210234
8,1304,0.520168705
9,1304,0.267462212
10,1304,0.218729046
1,1305,0.478560831
2,1305,0.327171191
3,1305,0.007568149
4,1305,0.87225244
5,1305,0.588406523
6,1305,0.286492577
7,1305,0.11803678
8,1305,0.058616813
9,1305,0.513240495
10,1305,0.499895967
1,1306,0.632870631
2,1306,0.801768317
3,1306,0.171646895
4,1306,0.067509307
5,1306,0.657251397
6,1306,0.287656053
7,1306,0.337508848
8,1306,0.577558848
9,1306,0.942759587
10,1306,0.482387659
1,1307,0.107992828
2,1307,0.136824587
3,1307,0.9002109
4,1307,0.976753021
5,1307,0.159195579
6,1307,0.604980714
7,1307,0.063468615
8,1307,0.64282331
9,1307,0.252077277
10,1307,0.494789125
1,1308,0.50447997
2,1308,0.509550837
3,1308,0.371154933
4,1308,0.847701726
5,1308,0.029329835
6,1308,0.495308094
7,1308,0.742439771
8,1308,0.750896834
9,1308,0.297359267
10,1308,0.200125452
1,1309,0.194009358
2,1309,0.85149408
3,1309,0.648456787
4,1309,0.941406229
5,1309,0.105760563
6,1309,0.418187068
7,1309,0.109687006
8,1309,0.627037612
9,1309,0.664901699
10,1309,0.042280583
1,1310,0.961743427
2,1310,0.964996608
3,1310,0.573853899
4,1310,0.695153537
5,1310,0.968429252
6,1310,0.437994884
7,1310,0.089221366
8,1310,0.32471413
9,1310,0.734870532
10,1310,0.9544016
1,1311,0.417590069
2,1311,0.713643243
3,1311,0.436599367
4,1311,0.418130481
5,1311,0.366725038
6,1311,0.050329166
7,1311,0.590754378
