Sim Num,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
2681,39,14,21,35,12,7,33,34,3,21,5,44,34,8,3,33,26,39,16,29,8,43,13,17,39,24,15,13,26,16,38,37,14,11,22,25,19,42,11,8,26,41,27,21,32,3,38,22,23,38,40,12,35,31,3,32,17,22,16,6,38,41,13,2,10,4,33,38,16,16,35,7,40,12,26,36,25,5,31,37,30,29,41,43,23,39,10,13,4,41
2682,2,13,22,32,40,17,36,14,34,44,13,23,20,34,5,10,3,1,19,30,30,29,14,30,6,17,31,11,10,36,26,33,19,5,20,1,29,44,43,11,32,26,17,9,1,26,19,7,6,7,23,7,9,14,6,14,21,39,5,44,12,11,9,33,44,8,40,5,43,25,31,27,40,28,35,35,30,2,19,29,36,5,19,20,20,6,12,41,32,18
2683,28,40,33,36,13,34,26,11,6,7,3,18,42,31,12,31,34,5,40,31,35,30,8,36,40,18,10,31,10,13,10,25,23,5,9,25,12,3,37,44,37,23,27,21,5,43,16,22,10,20,13,18,13,9,11,2,21,24,40,5,24,15,31,35,3,22,17,39,17,7,35,44,37,35,29,20,1,42,5,32,17,7,26,11,3,25,10,15,43,28
2684,5,10,38,34,37,3,39,21,8,13,12,41,12,3,31,42,8,10,6,11,42,6,28,14,30,21,11,35,33,14,21,41,43,9,43,26,12,4,36,3,37,14,27,10,27,28,32,35,41,33,34,19,29,2,24,18,7,20,30,31,10,44,35,41,35,43,1,31,3,27,19,35,24,40,1,27,43,35,32,34,11,5,33,20,6,14,17,27,15,16
2685,8,7,37,31,40,40,29,1,3,37,38,33,24,6,14,4,35,19,38,35,29,25,1,24,32,3,27,13,12,41,24,37,31,35,35,36,14,6,8,25,37,11,6,14,38,22,25,42,34,29,36,4,28,1,10,23,40,5,4,33,16,26,42,31,6,35,19,39,35,19,13,13,2,9,38,25,21,27,21,28,41,17,40,44,36,13,15,29,12,38
2686,10,16,9,30,7,15,8,8,28,35,26,30,19,44,32,2,22,17,13,7,42,41,16,39,33,31,43,31,8,16,5,22,9,24,9,44,17,4,16,34,43,30,36,23,25,5,27,12,40,40,6,37,44,21,10,32,32,12,23,8,4,19,9,29,32,40,15,19,5,18,40,17,39,33,42,38,26,26,42,8,43,1,12,38,39,24,36,34,24,40
2687,16,29,35,2,21,36,9,19,8,26,44,1,25,44,4,13,11,18,16,36,19,8,37,18,11,35,39,41,17,43,9,23,33,22,11,1,11,14,35,12,34,38,6,34,20,30,17,5,4,13,33,40,27,39,10,17,29,6,28,27,35,26,43,15,27,44,39,35,34,28,38,30,37,4,4,2,3,29,42,20,10,25,42,21,2,3,43,27,6,20
2688,43,22,17,31,32,43,11,40,7,10,33,22,18,19,11,2,9,40,42,42,30,12,25,12,13,29,42,8,13,32,43,43,30,1,36,3,23,9,26,32,14,39,16,16,15,10,44,41,2,26,39,10,1,4,42,33,13,7,2,6,14,6,30,39,35,8,2,33,23,26,17,1,34,35,9,10,27,39,10,36,15,16,4,21,28,11,29,18,4,20
2689,11,39,37,22,9,42,34,11,33,35,22,2,15,40,40,31,34,40,23,34,44,31,28,41,1,41,39,37,28,7,7,14,19,12,6,18,24,1,6,18,4,20,22,8,18,42,8,27,29,32,35,17,32,35,38,3,32,7,34,1,18,37,40,28,15,21,7,12,21,9,6,14,8,41,10,27,14,17,29,42,16,17,14,8,42,26,9,4,30,23
2690,34,36,34,11,5,38,17,40,40,40,2,2,14,42,8,2,22,27,11,36,8,34,31,38,28,2,41,15,15,26,5,41,9,36,10,22,17,31,22,23,18,9,44,10,3,20,18,11,34,14,6,26,25,15,11,7,18,41,18,3,30,22,3,43,35,13,31,38,39,26,24,4,37,26,17,16,15,33,44,41,1,40,27,16,39,41,19,17,17,9
2691,32,34,3,35,11,1,43,38,19,32,6,19,17,4,40,25,27,39,20,19,5,32,32,44,5,8,24,20,10,5,3,24,10,39,32,23,17,7,13,40,1,3,22,12,28,23,20,16,16,35,39,16,37,44,20,41,4,17,18,3,22,19,4,43,18,8,37,28,34,26,16,3,41,41,27,3,43,15,32,32,40,36,12,11,13,29,11,3,40,5
2692,27,4,12,36,6,38,13,40,39,36,17,24,23,4,34,30,19,9,22,1,24,4,43,5,33,38,15,23,6,33,6,9,11,24,36,30,14,32,12,26,2,39,40,15,9,1,40,2,25,26,10,36,37,36,43,22,3,39,32,2,30,28,13,25,19,10,18,8,1,20,43,3,20,10,12,39,14,44,26,44,3,43,22,11,30,23,39,5,32,12
2693,27,1,22,29,3,26,23,33,22,2,10,20,31,25,37,34,27,28,4,38,2,36,3,38,12,33,21,17,17,11,40,20,42,13,3,37,30,9,31,42,38,34,36,30,25,19,30,14,11,37,28,28,24,32,7,44,43,9,44,17,16,7,4,24,33,7,30,18,42,18,12,11,3,14,33,16,41,15,19,13,37,28,5,19,42,24,13,30,42,37
2694,20,36,15,17,36,35,40,31,32,26,26,35,31,31,31,19,42,1,9,35,36,1,40,43,40,35,43,6,44,29,21,17,24,29,20,16,26,18,12,17,20,7,38,40,2,33,22,18,36,30,3,19,25,17,44,33,43,26,38,23,3,21,3,8,32,10,15,14,40,21,20,28,7,5,1,12,32,4,22,36,29,14,10,20,37,31,38,23,24,20
2695,11,1,22,31,28,22,17,6,36,23,3,44,37,44,9,26,22,2,21,25,37,12,40,19,21,10,39,6,19,20,1,3,29,37,8,8,2,31,34,9,4,35,26,15,5,43,37,42,12,37,41,9,33,44,3,43,8,30,17,17,24,31,33,5,1,28,5,22,36,33,11,35,24,13,31,42,35,17,4,28,7,18,41,30,24,43,20,9,38,38
2696,34,28,12,26,24,12,5,36,6,29,4,13,32,4,10,16,14,25,17,18,9,20,34,16,34,34,32,6,40,25,41,29,40,7,32,8,7,10,28,36,18,5,12,8,15,35,28,11,16,31,11,4,42,27,30,12,19,20,16,26,33,7,26,14,36,10,38,38,37,23,12,17,29,23,18,16,36,21,35,3,5,33,5,41,11,42,14,16,44,10
2697,37,21,42,26,25,22,26,35,26,11,11,28,30,4,3,12,2,32,15,40,9,13,39,24,21,39,9,11,8,41,11,42,4,42,44,24,22,12,34,28,41,5,33,17,36,39,1,2,43,43,21,31,1,1,24,30,34,9,29,43,30,16,10,16,13,44,38,1,8,43,7,25,32,7,9,44,32,32,17,3,25,1,28,26,29,42,18,35,42,26
2698,38,15,30,8,2,18,13,39,7,3,44,43,10,9,6,32,36,11,38,34,11,33,21,12,11,42,35,17,23,26,1,18,10,44,41,28,35,16,16,26,23,29,43,32,29,6,24,7,15,10,14,11,6,12,5,32,22,24,18,2,6,8,20,11,19,6,39,38,18,8,21,26,44,10,21,35,21,14,20,35,36,10,20,44,38,6,41,41,31,9
2699,4,33,22,43,25,41,1,31,36,21,10,1,22,8,20,8,40,12,26,40,12,44,36,5,31,38,33,19,22,4,11,21,42,13,44,25,3,18,34,16,16,15,23,23,20,27,1,7,37,2,15,26,29,14,33,18,1,16,14,17,5,29,5,44,18,40,20,36,43,43,11,38,34,32,13,33,7,20,19,1,17,32,34,36,39,23,33,24,16,37
2700,7,25,30,14,32,40,43,26,15,21,9,26,26,3,26,31,44,42,4,21,14,8,30,33,44,13,22,10,32,36,19,7,22,22,37,39,27,40,23,24,16,14,30,35,33,22,27,5,36,39,19,36,23,10,35,3,34,16,44,44,31,37,23,41,32,15,6,22,25,22,43,36,9,29,9,7,22,7,4,21,30,7,18,44,8,30,3,27,22,25
2701,35,22,17,22,20,14,33,16,15,44,43,31,25,19,13,31,26,27,17,3,27,43,44,18,5,10,34,19,26,24,14,12,4,35,24,44,32,23,30,21,24,39,44,12,29,5,19,34,7,2,6,32,5,33,32,10,27,17,31,32,16,7,16,12,21,37,37,11,28,2,42,29,18,31,42,32,3,25,35,34,2,43,16,11,16,39,42,41,5,26
2702,24,33,21,37,24,1,6,28,8,2,15,1,10,20,25,25,15,3,17,44,40,19,3,19,15,25,1,36,18,11,3,41,31,12,8,28,12,17,22,9,19,37,28,40,25,11,30,23,31,22,20,10,27,17,13,33,6,12,16,30,39,34,26,28,41,26,6,30,43,1,42,34,25,2,2,7,33,42,33,11,28,14,32,40,38,30,35,31,19,23
2703,23,34,44,35,44,11,43,11,14,44,20,1,12,37,26,30,40,2,33,41,19,23,40,31,36,1,43,12,29,27,44,38,28,16,15,19,16,43,34,1,23,13,42,4,40,38,15,24,40,32,18,10,10,41,35,21,5,40,30,44,19,3,8,31,26,28,4,40,20,14,29,41,24,30,19,29,42,19,7,23,35,32,14,15,26,9,38,11,14,16
2704,21,2,28,5,39,33,16,35,43,20,37,36,11,36,35,3,3,1,16,14,26,36,23,14,19,13,21,25,2,30,23,37,27,25,13,39,38,13,29,31,6,12,30,14,2,20,30,31,44,11,31,7,35,40,30,24,12,3,5,36,39,10,1,38,39,39,31,8,4,37,39,33,21,41,15,20,3,25,34,19,12,40,27,34,28,39,12,13,21,23
2705,40,37,13,1,8,2,9,23,11,42,21,14,38,39,18,32,9,39,14,37,28,28,36,31,34,14,22,14,38,17,24,32,42,32,25,44,22,24,11,8,28,29,26,4,3,12,32,44,1,23,30,28,42,21,19,30,35,3,7,43,2,9,35,3,27,22,10,5,40,35,30,3,33,22,3,40,36,12,28,26,10,19,7,31,1,8,25,25,16,24
2706,30,2,37,11,6,39,17,34,15,31,37,23,28,24,13,37,4,41,24,9,30,10,9,14,29,40,41,43,40,17,27,39,39,13,39,8,40,4,13,35,10,23,3,40,1,12,39,22,26,9,29,17,23,17,39,33,22,26,6,19,13,33,2,21,41,34,43,13,20,28,40,32,38,34,21,9,20,43,41,39,31,6,39,21,23,26,21,10,28,16
2707,37,2,11,4,20,18,2,12,12,38,6,34,21,37,15,23,40,1,7,38,42,22,2,9,24,39,10,16,25,16,1,30,15,7,12,28,21,8,2,27,21,12,8,3,15,26,38,15,27,35,17,15,16,17,27,25,35,13,19,31,6,21,41,21,20,32,33,16,16,7,8,41,35,13,7,33,33,7,4,32,27,18,40,7,16,31,14,22,41,8
2708,15,4,32,25,34,10,30,10,27,19,29,28,33,37,13,14,31,37,30,37,2,32,44,33,3,22,1,9,15,7,15,17,30,15,30,33,38,8,43,6,17,20,26,7,20,21,41,3,10,7,31,42,28,7,40,18,3,11,43,36,33,29,37,9,31,30,5,6,21,9,28,2,22,11,5,10,23,33,13,27,30,37,42,36,4,26,24,43,28,23
2709,5,40,5,40,39,14,22,2,32,40,31,35,25,5,41,25,30,23,15,27,29,9,37,32,13,34,28,23,43,15,32,25,1,30,33,39,23,38,24,14,43,23,3,31,27,7,24,20,10,34,32,30,30,21,4,23,15,40,9,12,14,32,30,13,32,19,12,13,24,36,8,43,12,36,30,36,11,21,25,34,42,19,15,22,16,19,33,41,44,15
2710,29,4,20,40,7,34,1,21,33,27,18,17,16,17,26,7,2,32,19,37,12,33,33,27,31,13,6,18,19,19,43,24,7,10,30,43,23,2,44,1,33,15,44,31,1,26,44,2,4,4,37,15,9,35,11,16,26,7,43,44,10,34,22,32,10,18,11,2,43,11,8,43,25,22,14,12,3,1,17,39,11,8,16,17,43,21,36,37,22,32
2711,26,38,40,6,22,31,37,24,13,8,8,9,19,26,44,7,18,25,1,23,42,2,15,31,25,10,13,36,14,31,10,34,31,21,18,26,38,31,4,17,5,19,15,2,8,1,2,30,32,31,13,25,43,33,16,13,24,41,12,18,17,3,22,9,31,27,5,6,29,14,21,34,38,29,28,14,4,38,17,12,25,41,17,25,33,18,32,8,8,15
2712,37,17,33,5,23,13,28,24,32,6,18,42,4,15,26,1,29,28,24,8,11,35,20,10,2,4,17,13,29,38,3,20,42,11,39,34,43,5,8,18,6,17,13,39,23,13,42,40,10,40,7,5,18,19,1,13,30,14,39,42,13,41,21,39,17,30,6,12,37,19,27,10,37,6,33,19,28,36,3,14,4,41,32,28,10,27,42,28,25,8
2713,44,16,3,12,29,10,22,8,4,40,5,7,26,3,13,30,43,14,3,44,14,11,22,3,33,34,42,32,11,9,32,17,23,16,17,11,23,18,35,40,25,17,33,22,37,31,42,30,8,37,13,41,43,18,4,6,30,20,21,36,7,37,29,28,12,15,2,39,39,10,20,21,23,4,25,1,39,30,26,19,28,43,43,42,14,29,43,27,29,19
2714,35,36,4,43,37,26,12,35,20,6,42,44,41,41,40,29,38,44,6,7,12,7,12,29,37,12,26,36,14,38,43,18,39,12,44,27,7,31,38,3,12,35,25,11,27,21,43,4,36,42,42,20,15,22,38,1,23,14,30,13,36,10,23,13,14,8,39,16,35,42,41,42,35,23,43,19,2,13,3,18,7,9,22,35,39,21,23,38,23,21
2715,17,10,7,7,3,31,2,26,18,19,40,13,15,10,19,28,29,31,38,19,14,2,29,4,13,3,13,37,8,28,20,9,15,11,36,42,13,30,5,32,17,43,20,8,38,14,34,4,33,20,17,32,18,37,8,25,25,36,25,39,30,31,15,31,5,27,15,43,7,9,33,12,10,12,10,43,21,39,4,44,30,9,1,8,24,16,18,22,21,9
2716,22,44,10,41,11,6,40,16,3,32,24,6,17,11,21,21,44,13,39,14,41,15,32,10,23,43,10,25,36,23,7,21,29,13,30,2,1,41,22,19,10,28,30,15,30,11,34,2,17,43,21,37,41,19,44,13,31,25,28,31,4,2,41,28,16,27,6,38,26,24,2,43,3,4,17,31,13,32,41,23,36,10,19,12,39,18,22,20,14,37
2717,30,18,1,11,38,33,26,22,26,5,39,36,32,26,37,34,20,33,36,19,40,11,11,37,3,3,35,6,27,25,26,20,33,13,3,23,9,8,2,3,30,32,1,5,43,21,13,30,3,37,13,9,6,10,40,1,6,21,32,14,2,42,17,44,1,5,40,35,30,31,2,40,41,14,8,39,21,38,18,24,8,32,2,39,7,20,39,6,40,1
2718,18,15,5,11,15,15,33,13,22,14,4,7,25,22,11,38,5,10,29,36,15,27,41,1,28,24,2,22,10,31,39,31,7,7,35,25,6,34,21,42,27,15,7,41,6,19,27,1,28,16,23,4,36,28,11,17,39,20,22,11,7,39,18,8,2,31,16,23,1,25,27,13,42,26,28,13,20,12,32,37,20,34,11,15,29,44,7,11,36,24
2719,27,14,40,26,10,25,27,38,12,10,9,31,29,17,36,41,37,44,34,19,25,10,40,1,26,35,28,29,4,2,22,33,4,25,19,25,33,37,7,9,38,41,39,23,34,38,37,15,4,18,22,26,8,39,35,24,3,15,8,22,40,10,19,26,44,26,38,15,40,44,42,42,27,43,25,15,28,37,26,20,7,29,38,29,3,17,26,43,29,35
2720,29,16,11,20,30,7,23,28,3,21,23,25,31,31,41,18,34,33,1,8,21,9,29,5,25,24,6,35,8,36,34,14,36,36,43,9,38,26,14,39,1,14,36,30,21,11,23,27,32,24,24,38,23,37,38,2,29,36,17,14,42,14,30,1,36,14,25,20,21,28,27,19,9,27,8,17,4,9,20,36,16,17,43,25,22,27,21,28,4,38
2721,19,2,37,25,8,34,19,21,22,3,7,2,40,9,5,1,30,7,18,14,41,20,28,12,14,10,12,43,26,7,4,31,41,15,38,9,37,42,27,26,14,38,25,31,44,28,29,11,15,24,40,27,27,15,43,12,8,1,1,6,34,34,6,12,7,6,23,17,13,28,1,26,2,26,14,6,41,31,10,11,1,34,12,11,41,44,39,14,41,6
2722,16,33,9,12,36,19,4,4,16,10,7,15,17,1,18,9,44,8,11,9,18,14,7,23,9,41,37,26,3,33,16,31,19,9,43,37,7,27,44,24,30,31,37,21,43,26,10,12,1,11,35,35,43,31,6,24,41,6,26,41,31,14,5,25,20,41,38,41,25,25,12,4,27,18,39,15,43,11,8,13,30,26,5,40,20,5,24,33,23,24
2723,3,25,25,25,41,24,21,24,7,1,35,44,42,2,39,6,44,38,9,41,20,22,7,41,41,43,24,28,3,43,18,5,1,27,32,12,12,19,24,13,12,31,24,26,25,2,16,17,32,19,37,29,41,10,9,1,37,1,20,43,23,43,28,33,4,26,41,43,8,39,41,24,6,15,28,7,40,7,8,17,18,1,6,33,12,43,22,12,27,9
2724,36,5,38,17,22,42,17,40,24,25,3,3,42,13,38,44,38,35,31,40,16,2,22,21,37,9,11,10,22,5,24,16,10,39,6,13,37,38,28,9,30,18,4,2,14,8,19,44,25,26,19,19,29,9,41,19,13,21,22,44,25,30,26,4,17,21,22,23,24,16,44,13,17,5,33,5,40,6,36,18,29,22,22,42,14,22,39,28,40,1
2725,16,22,34,10,16,11,32,31,26,14,10,11,19,32,39,40,30,37,10,30,22,38,34,37,32,33,13,2,1,41,36,16,10,6,39,22,39,8,16,39,21,31,20,39,19,1,35,27,29,11,22,21,33,33,24,17,16,25,4,31,1,24,1,24,27,19,12,5,18,30,21,42,6,12,19,35,39,21,32,7,15,1,2,17,14,34,12,27,1,10
2726,10,42,34,15,18,14,37,44,38,44,12,30,11,12,39,44,34,29,44,31,32,32,19,17,5,26,18,36,18,12,27,16,7,30,26,26,15,34,8,8,8,24,28,32,28,13,44,24,3,21,19,35,24,22,15,17,24,7,22,7,13,16,43,10,4,30,36,32,24,10,22,16,21,16,8,13,38,9,13,34,11,19,14,34,35,4,20,22,22,7
2727,44,31,20,43,24,4,44,9,37,2,1,19,41,42,10,40,20,15,21,31,39,42,8,44,10,6,42,32,24,13,43,36,30,37,16,42,19,42,1,22,41,14,21,35,29,27,34,3,28,28,31,15,19,23,38,24,24,18,4,41,17,9,42,10,12,3,7,22,9,8,14,6,39,41,3,11,11,24,4,35,15,10,7,6,40,13,18,31,10,19
2728,15,24,20,14,27,3,38,33,3,7,19,10,15,39,28,41,40,7,10,30,28,15,31,38,13,34,13,42,1,40,1,24,9,38,5,12,39,24,13,44,33,23,26,37,14,3,42,36,11,3,7,11,43,3,27,12,20,23,23,4,43,8,10,25,19,16,28,4,37,23,8,21,32,3,30,15,32,24,21,1,19,22,3,39,15,29,4,36,6,18
2729,2,42,36,31,39,15,1,21,41,43,11,6,8,28,38,36,29,6,10,35,39,36,41,8,38,15,21,18,15,18,42,39,35,5,17,35,38,22,36,25,7,30,33,1,42,17,17,18,25,28,10,31,14,31,37,19,28,20,40,20,6,26,39,20,9,28,40,5,29,23,8,21,41,6,19,28,7,8,39,41,15,26,10,24,26,7,33,35,10,25
2730,1,20,36,37,18,30,34,8,1,40,40,42,6,32,26,17,10,2,31,27,5,30,32,34,25,7,5,1,18,13,43,37,22,11,38,5,23,5,26,37,41,13,41,36,21,19,23,4,17,27,33,23,38,40,9,11,35,40,39,7,20,25,40,23,42,30,8,30,19,15,35,38,33,2,30,31,24,10,40,17,15,30,24,11,4,24,42,19,13,5
2731,13,36,44,23,33,16,4,37,19,4,7,35,21,17,9,41,30,19,7,43,32,10,29,44,43,34,23,26,37,43,16,43,10,17,37,4,9,13,6,14,40,10,10,7,29,36,12,39,3,30,44,4,14,26,8,42,15,24,19,10,39,22,5,33,34,2,13,18,22,39,21,9,31,11,1,37,16,25,6,7,10,6,36,5,23,6,6,34,3,42
2732,21,42,29,29,7,36,37,22,40,12,16,34,18,28,34,3,37,12,40,8,9,39,6,40,34,29,41,8,5,5,43,5,19,21,28,13,40,10,19,1,31,6,7,8,33,2,17,41,37,3,40,23,5,43,18,20,44,30,13,6,6,18,33,8,26,35,18,21,16,36,7,26,24,41,10,20,7,35,17,21,8,26,3,42,7,34,13,16,19,24
2733,2,25,10,17,30,42,13,29,34,12,27,40,7,40,10,13,36,42,32,5,17,20,15,17,9,2,5,32,33,14,19,34,30,11,15,4,43,44,27,29,34,27,7,16,34,19,41,8,12,24,29,30,38,26,12,7,5,36,38,11,29,41,8,33,38,15,41,40,32,4,39,20,3,7,24,27,19,19,21,5,29,29,37,34,2,17,1,41,16,40
2734,43,32,10,32,6,42,27,30,30,4,32,5,43,37,24,32,5,20,31,29,11,19,19,16,21,23,34,35,19,31,12,12,23,9,23,10,35,26,9,44,40,38,27,26,40,23,16,12,38,21,25,11,8,37,21,22,8,2,21,18,28,38,34,22,5,18,4,11,17,24,12,42,36,19,22,2,28,19,6,15,36,36,42,19,28,41,25,4,21,33
2735,20,22,18,15,13,43,28,9,10,26,18,5,25,37,4,19,9,24,21,6,21,36,21,19,27,41,14,39,38,4,33,4,21,37,40,28,19,39,2,6,26,32,25,33,21,1,20,31,2,24,9,41,39,39,40,26,18,25,8,37,34,30,1,1,43,5,25,27,40,22,33,8,33,43,1,10,40,12,1,28,8,18,36,35,7,1,44,34,9,18
2736,37,16,43,32,27,20,29,25,6,3,29,26,2,31,23,33,24,17,8,6,39,8,39,7,19,35,36,15,43,26,44,24,6,3,1,11,21,21,33,2,10,2,44,13,22,33,11,24,11,12,21,43,5,20,17,16,18,31,40,27,11,30,42,12,7,16,39,34,26,43,25,3,17,34,16,29,9,9,12,21,23,22,15,25,44,7,5,6,7,20
2737,8,34,43,9,43,13,23,10,22,42,18,15,12,22,32,9,22,33,28,20,16,28,15,20,44,24,35,30,31,22,6,26,8,7,42,6,9,12,20,8,16,25,15,3,18,11,15,21,22,11,19,31,17,15,44,10,41,36,33,22,17,18,10,24,9,30,40,41,19,36,26,13,5,32,42,14,32,19,2,20,15,1,40,41,43,22,41,32,41,10
2738,38,1,12,22,28,15,12,35,31,25,43,41,26,1,28,43,41,10,22,21,25,24,7,34,13,21,15,14,41,39,33,42,38,42,23,43,1,4,25,30,13,14,21,22,27,4,8,16,23,34,27,37,16,38,24,40,16,31,40,21,3,22,31,4,37,43,21,33,1,25,17,22,43,3,21,11,31,36,36,43,38,28,9,1,17,9,22,25,24,12
2739,38,29,33,30,19,21,30,6,21,24,6,33,18,15,9,12,44,41,23,22,14,4,38,27,44,39,28,44,26,18,9,5,11,17,9,10,33,6,26,17,31,21,30,12,9,42,3,36,29,14,28,21,36,7,5,4,11,22,10,29,41,41,38,32,9,44,26,16,7,4,34,36,14,16,43,10,36,18,12,8,24,21,36,23,7,16,26,26,39,26
2740,26,34,19,36,23,32,41,30,35,9,24,30,37,35,44,16,43,8,44,39,5,8,5,43,31,5,29,40,19,30,26,23,7,11,31,42,35,32,9,31,44,42,7,28,20,16,44,18,21,10,18,18,26,26,7,35,6,37,10,32,30,38,32,2,7,41,24,28,2,23,9,36,5,31,30,42,22,40,25,16,23,9,38,25,40,19,32,15,24,6
2741,24,6,39,43,11,21,39,26,34,19,21,27,27,9,43,1,40,6,14,23,8,42,12,41,12,40,21,42,44,34,29,32,25,42,13,27,16,18,43,44,30,44,4,13,2,41,31,27,22,32,34,12,4,14,27,40,18,20,23,1,29,33,30,43,4,13,43,34,19,11,11,10,21,6,33,5,31,29,40,32,26,22,37,6,38,6,31,27,4,3
2742,30,36,21,23,31,16,37,14,21,40,34,10,18,37,24,38,3,24,2,37,35,27,38,22,17,17,7,25,7,15,30,5,21,19,5,10,34,37,18,2,11,41,27,37,24,33,13,6,37,8,34,37,13,13,30,3,17,24,24,14,8,28,3,37,12,4,12,22,26,44,4,26,10,36,18,42,5,11,23,4,5,41,31,17,31,30,1,25,1,19
2743,11,11,19,43,29,5,36,24,32,35,44,16,32,36,17,35,5,35,8,21,8,42,10,4,25,14,30,39,1,19,31,7,38,11,29,23,35,18,13,39,13,40,16,23,30,9,40,14,12,14,27,16,10,10,34,35,33,4,20,31,43,40,17,13,40,44,11,14,22,18,26,13,43,28,13,26,11,21,6,31,9,23,28,26,11,33,20,34,16,18
2744,8,3,30,16,32,35,7,23,30,41,20,26,16,33,5,35,12,11,43,36,43,39,42,42,13,19,3,18,41,3,36,29,8,41,16,26,19,7,26,29,17,38,38,8,12,10,5,25,22,11,14,8,32,31,27,37,24,32,29,22,38,19,29,12,6,3,16,3,38,13,43,14,27,21,13,14,38,28,41,33,8,41,43,1,32,4,18,39,20,5
2745,9,4,31,38,14,38,5,11,18,30,34,29,13,19,20,7,18,16,19,31,22,7,33,44,3,34,26,36,32,13,28,9,26,12,24,41,43,18,36,32,28,19,5,4,4,23,43,35,33,44,7,40,11,18,16,12,9,18,20,24,33,41,31,42,12,2,18,11,44,32,7,17,10,24,37,18,7,37,24,27,10,25,26,12,20,36,24,8,37,34
2746,18,30,26,28,22,8,17,4,12,8,40,32,17,35,28,26,38,17,26,43,3,1,1,41,13,40,13,12,20,27,17,14,24,9,25,12,43,20,9,11,35,42,33,36,44,34,31,25,37,14,30,21,9,41,2,39,42,22,31,44,12,14,14,43,3,7,7,22,19,23,13,39,9,13,37,25,18,19,33,12,5,41,35,19,12,29,8,8,21,38
2747,1,9,23,39,28,34,38,27,7,3,20,34,14,4,33,12,36,37,43,4,30,29,31,27,36,14,17,21,8,14,17,20,38,17,26,18,40,9,5,9,38,9,29,11,2,13,34,40,33,39,5,34,4,33,29,37,44,27,44,19,36,13,38,32,13,14,16,39,42,2,2,26,33,25,6,38,15,43,11,11,3,11,4,27,18,4,15,28,29,44
2748,18,26,1,27,44,18,29,32,32,2,2,11,21,18,39,31,28,6,31,11,41,5,17,34,33,21,8,42,38,23,1,38,22,37,37,13,17,37,19,41,37,38,21,27,24,4,31,43,24,23,23,28,25,4,24,18,41,21,34,25,23,29,17,1,34,22,11,34,4,36,29,36,36,15,26,30,28,34,38,28,41,41,6,11,21,9,2,21,44,34
2749,38,36,22,35,33,20,38,34,5,35,13,10,19,2,34,30,29,8,15,36,7,16,26,35,29,23,37,12,25,41,25,24,40,8,3,39,21,7,4,29,21,41,15,18,3,13,19,43,8,44,24,10,16,13,36,27,28,16,19,8,31,8,29,42,44,38,2,22,24,1,16,37,41,6,28,10,27,10,10,11,15,31,23,23,6,5,31,36,24,42
2750,32,8,34,6,5,16,2,33,6,42,4,33,5,41,3,44,29,1,17,17,22,2,35,14,39,25,8,43,5,30,39,43,15,32,22,10,40,3,44,30,32,18,19,11,14,21,14,29,17,33,34,23,40,26,39,9,28,27,21,24,36,10,18,44,37,3,18,37,32,20,18,37,42,26,19,19,22,30,15,4,33,17,43,2,16,38,25,23,37,20
2751,2,12,41,9,10,32,42,13,1,13,26,15,36,15,33,35,36,36,37,6,11,12,16,4,28,25,10,40,26,13,4,30,39,17,40,4,23,28,16,14,9,16,34,12,21,9,16,3,28,30,40,28,43,9,44,23,11,34,41,32,42,44,21,2,22,35,26,30,12,12,15,3,22,4,34,23,20,38,18,12,37,28,20,33,35,24,29,28,20,24
2752,1,34,14,23,29,23,30,6,36,42,22,44,22,9,17,44,16,9,43,27,41,13,44,4,16,32,22,19,26,7,40,35,16,28,5,37,44,15,14,10,40,21,23,13,20,23,40,3,41,35,44,26,21,42,16,20,44,19,28,42,28,27,39,5,32,10,20,42,2,43,9,15,34,22,43,2,26,5,38,1,3,2,26,21,6,14,23,36,3,34
2753,36,2,41,1,8,15,25,19,11,5,25,40,36,42,44,32,7,4,22,3,40,21,26,2,20,43,34,5,44,25,7,24,19,1,8,42,41,43,30,40,27,32,22,1,31,31,12,14,12,1,17,32,26,36,24,23,23,43,15,10,1,32,12,1,8,35,3,25,37,20,18,32,27,4,6,14,29,27,22,30,44,13,29,25,21,21,34,28,21,15
2754,21,11,28,21,3,32,19,40,8,4,13,34,11,39,14,14,16,21,3,36,14,12,21,43,5,28,38,21,32,6,20,43,20,8,36,43,7,33,43,36,11,41,21,34,14,40,23,32,9,13,35,31,29,24,40,33,14,30,31,31,7,22,27,13,8,22,31,4,18,20,18,43,1,33,11,1,29,2,16,40,23,22,24,32,12,25,9,41,28,12
2755,24,2,22,30,16,14,31,36,39,32,21,15,32,35,21,43,8,30,1,31,19,23,1,14,10,1,24,19,3,43,31,21,44,19,20,11,25,17,27,6,18,30,16,10,11,3,31,39,38,16,18,21,23,34,37,13,41,16,29,31,23,42,40,38,33,31,40,1,37,20,23,14,27,39,4,3,12,22,29,37,24,34,19,5,29,41,44,1,36,18
